6.050000e+00	1.354402e-03	6.050000e+00	1.147258e-03	6.050000e+00	1.322533e-03	6.050000e+00	1.720887e-03	6.050000e+00	1.784623e-03	6.050000e+00	2.103306e-03
6.150000e+00	1.800557e-03	6.150000e+00	1.115390e-03	6.150000e+00	1.673084e-03	6.150000e+00	1.529677e-03	6.150000e+00	2.007701e-03	6.150000e+00	2.947815e-03
6.250000e+00	1.943965e-03	6.250000e+00	2.023635e-03	6.250000e+00	1.928030e-03	6.250000e+00	1.912096e-03	6.250000e+00	2.676935e-03	6.250000e+00	2.501659e-03
6.350000e+00	2.246713e-03	6.350000e+00	2.788474e-03	6.350000e+00	2.597264e-03	6.350000e+00	2.501659e-03	6.350000e+00	3.218696e-03	6.350000e+00	3.218696e-03
6.450000e+00	3.043420e-03	6.450000e+00	3.091222e-03	6.450000e+00	3.457708e-03	6.450000e+00	2.915947e-03	6.450000e+00	3.505510e-03	6.450000e+00	4.015402e-03
6.550000e+00	3.871995e-03	6.550000e+00	3.664851e-03	6.550000e+00	4.541229e-03	6.550000e+00	4.015402e-03	6.550000e+00	4.429690e-03	6.550000e+00	4.461558e-03
6.650000e+00	3.967600e-03	6.650000e+00	4.812109e-03	6.650000e+00	5.322002e-03	6.650000e+00	5.082989e-03	6.650000e+00	5.194528e-03	6.650000e+00	5.322002e-03
6.750000e+00	5.146726e-03	6.750000e+00	6.293984e-03	6.750000e+00	6.580798e-03	6.750000e+00	6.979152e-03	6.750000e+00	7.281900e-03	6.750000e+00	6.835744e-03
6.850000e+00	5.720355e-03	6.850000e+00	6.517062e-03	6.850000e+00	7.998936e-03	6.850000e+00	8.907182e-03	6.850000e+00	8.891248e-03	6.850000e+00	7.664320e-03
6.950000e+00	6.166511e-03	6.950000e+00	8.078607e-03	6.950000e+00	1.000664e-02	6.950000e+00	1.367149e-02	6.950000e+00	1.279511e-02	6.950000e+00	9.592350e-03
7.050000e+00	8.094541e-03	7.050000e+00	9.879165e-03	7.050000e+00	1.160005e-02	7.050000e+00	1.647590e-02	7.050000e+00	1.620502e-02	7.050000e+00	1.238082e-02
7.150000e+00	9.130260e-03	7.150000e+00	1.234896e-02	7.150000e+00	1.383083e-02	7.150000e+00	1.993360e-02	7.150000e+00	1.982207e-02	7.150000e+00	1.544018e-02
7.250000e+00	1.207808e-02	7.250000e+00	1.408578e-02	7.250000e+00	1.602974e-02	7.250000e+00	2.272208e-02	7.250000e+00	2.281768e-02	7.250000e+00	1.822865e-02
7.350000e+00	1.351215e-02	7.350000e+00	1.604568e-02	7.350000e+00	2.052317e-02	7.350000e+00	2.523967e-02	7.350000e+00	2.377373e-02	7.350000e+00	1.897756e-02
7.450000e+00	1.553578e-02	7.450000e+00	1.897756e-02	7.450000e+00	2.339131e-02	7.450000e+00	2.691276e-02	7.450000e+00	2.444297e-02	7.450000e+00	1.840393e-02
7.550000e+00	1.736821e-02	7.550000e+00	2.060284e-02	7.550000e+00	2.692869e-02	7.550000e+00	2.804408e-02	7.550000e+00	2.335944e-02	7.550000e+00	1.798964e-02
7.650000e+00	1.824459e-02	7.650000e+00	2.370999e-02	7.650000e+00	2.777320e-02	7.650000e+00	2.705616e-02	7.650000e+00	2.213252e-02	7.650000e+00	1.728854e-02
7.750000e+00	2.171823e-02	7.750000e+00	2.434736e-02	7.750000e+00	2.850617e-02	7.750000e+00	2.476165e-02	7.750000e+00	2.124020e-02	7.750000e+00	1.529677e-02
7.850000e+00	2.143141e-02	7.850000e+00	2.630726e-02	7.850000e+00	2.813968e-02	7.850000e+00	2.326384e-02	7.850000e+00	1.904129e-02	7.850000e+00	1.314566e-02
7.950000e+00	2.240340e-02	7.950000e+00	2.641880e-02	7.950000e+00	2.393307e-02	7.950000e+00	2.082592e-02	7.950000e+00	1.676271e-02	7.950000e+00	1.298632e-02
8.050000e+00	2.291329e-02	8.050000e+00	2.557429e-02	8.050000e+00	2.348692e-02	8.050000e+00	1.994954e-02	8.050000e+00	1.618908e-02	8.050000e+00	1.089895e-02
8.150000e+00	2.331164e-02	8.150000e+00	2.339131e-02	8.150000e+00	2.068251e-02	8.150000e+00	1.765502e-02	8.150000e+00	1.505776e-02	8.150000e+00	1.085115e-02
8.250000e+00	2.356659e-02	8.250000e+00	2.025229e-02	8.250000e+00	1.870668e-02	8.250000e+00	1.661930e-02	8.250000e+00	1.348028e-02	8.250000e+00	9.209931e-03
8.350000e+00	2.073031e-02	8.350000e+00	1.840393e-02	8.350000e+00	1.708139e-02	8.350000e+00	1.531271e-02	8.350000e+00	1.317753e-02	8.350000e+00	8.222014e-03
8.450000e+00	1.821272e-02	8.450000e+00	1.660337e-02	8.450000e+00	1.440446e-02	8.450000e+00	1.355995e-02	8.450000e+00	1.172752e-02	8.450000e+00	7.552781e-03
8.550000e+00	1.595007e-02	8.550000e+00	1.486655e-02	8.550000e+00	1.419732e-02	8.550000e+00	1.379896e-02	8.550000e+00	1.080334e-02	8.550000e+00	6.628601e-03
8.650000e+00	1.418138e-02	8.650000e+00	1.351215e-02	8.650000e+00	1.238082e-02	8.650000e+00	1.198247e-02	8.650000e+00	9.815428e-03	8.650000e+00	6.756074e-03
8.750000e+00	1.255610e-02	8.750000e+00	1.142478e-02	8.750000e+00	1.255610e-02	8.750000e+00	1.175939e-02	8.750000e+00	9.018721e-03	8.750000e+00	5.067055e-03
8.850000e+00	1.102642e-02	8.850000e+00	1.056433e-02	8.850000e+00	1.136104e-02	8.850000e+00	1.088302e-02	8.850000e+00	8.046739e-03	8.850000e+00	4.493426e-03
8.950000e+00	9.528614e-03	8.950000e+00	1.061213e-02	8.950000e+00	1.061213e-02	8.950000e+00	9.926967e-03	8.950000e+00	7.584649e-03	8.950000e+00	4.142875e-03
9.050000e+00	9.687955e-03	9.050000e+00	9.640152e-03	9.050000e+00	9.656087e-03	9.050000e+00	8.970919e-03	9.050000e+00	6.628601e-03	9.050000e+00	3.393971e-03
9.150000e+00	9.018721e-03	9.150000e+00	9.241799e-03	9.150000e+00	9.895099e-03	9.150000e+00	8.094541e-03	9.150000e+00	6.230247e-03	9.150000e+00	2.900013e-03
